measurement_id,wafer_id,step_id,parameter,value,unit,timestamp
5126,453,2,resist_thickness_nm,509.692,nm,2026-03-01 13:22:00
5127,453,3,cd_nm,100.0457,nm,2026-03-01 13:52:00
5128,453,3,overlay_nm,-2.6003,nm,2026-03-01 13:52:00
5129,453,4,cd_nm_post_dev,98.5204,nm,2026-03-01 14:22:00
5130,453,5,etch_rate_nm_s,14.762,nm/s,2026-03-01 14:52:00
5131,453,5,cd_nm_post_etch,95.9871,nm,2026-03-01 14:52:00
5132,453,6,residue_ppm,5.5957,ppm,2026-03-01 15:22:00
5133,453,7,thickness_nm,297.7488,nm,2026-03-01 15:52:00
5134,453,8,thickness_post_cmp_nm,286.8353,nm,2026-03-01 16:22:00
5135,453,9,cd_nm,101.8447,nm,2026-03-01 16:52:00
5136,453,10,sheet_resistance_ohm_sq,24.8765,ohm/sq,2026-03-01 17:22:00
5137,454,1,particle_count,11.009,ct,2026-03-01 17:15:00
5138,454,2,resist_thickness_nm,498.0396,nm,2026-03-01 17:45:00
5139,454,3,cd_nm,99.1025,nm,2026-03-01 18:15:00
5140,454,3,overlay_nm,-2.1335,nm,2026-03-01 18:15:00
5141,454,4,cd_nm_post_dev,98.0791,nm,2026-03-01 18:45:00
5142,454,5,etch_rate_nm_s,15.0949,nm/s,2026-03-01 19:15:00
5143,454,5,cd_nm_post_etch,94.7021,nm,2026-03-01 19:15:00
5144,454,6,residue_ppm,4.6804,ppm,2026-03-01 19:45:00
5145,454,7,thickness_nm,296.3566,nm,2026-03-01 20:15:00
5146,454,8,thickness_post_cmp_nm,283.2981,nm,2026-03-01 20:45:00
5147,454,9,cd_nm,99.0089,nm,2026-03-01 21:15:00
5148,454,10,sheet_resistance_ohm_sq,24.1789,ohm/sq,2026-03-01 21:45:00
5149,455,1,particle_count,10.7753,ct,2026-03-01 21:18:00
5150,455,2,resist_thickness_nm,504.7625,nm,2026-03-01 21:48:00
5151,455,3,cd_nm,101.0153,nm,2026-03-01 22:18:00
5152,455,3,overlay_nm,-0.6273,nm,2026-03-01 22:18:00
5153,455,4,cd_nm_post_dev,99.1546,nm,2026-03-01 22:48:00
5154,455,5,etch_rate_nm_s,13.9063,nm/s,2026-03-01 23:18:00
5155,455,5,cd_nm_post_etch,92.6733,nm,2026-03-01 23:18:00
5156,455,6,residue_ppm,6.424,ppm,2026-03-01 23:48:00
5157,455,7,thickness_nm,303.3125,nm,2026-03-02 00:18:00
5158,455,8,thickness_post_cmp_nm,279.9023,nm,2026-03-02 00:48:00
5159,455,9,cd_nm,99.2572,nm,2026-03-02 01:18:00
5160,455,10,sheet_resistance_ohm_sq,26.5218,ohm/sq,2026-03-02 01:48:00
5161,456,1,particle_count,5.8716,ct,2026-03-02 01:03:00
5162,456,2,resist_thickness_nm,498.0727,nm,2026-03-02 01:33:00
5163,456,3,cd_nm,98.6086,nm,2026-03-02 02:03:00
5164,456,3,overlay_nm,2.3949,nm,2026-03-02 02:03:00
5165,456,4,cd_nm_post_dev,98.9131,nm,2026-03-02 02:33:00
5166,456,5,etch_rate_nm_s,13.9407,nm/s,2026-03-02 03:03:00
5167,456,5,cd_nm_post_etch,96.0531,nm,2026-03-02 03:03:00
5168,456,6,residue_ppm,4.9347,ppm,2026-03-02 03:33:00
5169,456,7,thickness_nm,302.5638,nm,2026-03-02 04:03:00
5170,456,8,thickness_post_cmp_nm,283.4249,nm,2026-03-02 04:33:00
5171,456,9,cd_nm,98.5858,nm,2026-03-02 05:03:00
5172,456,10,sheet_resistance_ohm_sq,25.2049,ohm/sq,2026-03-02 05:33:00
5173,457,1,particle_count,9.2105,ct,2026-03-02 05:17:00
5174,457,2,resist_thickness_nm,491.8169,nm,2026-03-02 05:47:00
5175,457,3,cd_nm,100.2263,nm,2026-03-02 06:17:00
5176,457,3,overlay_nm,3.0507,nm,2026-03-02 06:17:00
5177,457,4,cd_nm_post_dev,94.6541,nm,2026-03-02 06:47:00
5178,457,5,etch_rate_nm_s,14.7647,nm/s,2026-03-02 07:17:00
5179,457,5,cd_nm_post_etch,93.8091,nm,2026-03-02 07:17:00
5180,457,6,residue_ppm,5.4076,ppm,2026-03-02 07:47:00
5181,457,7,thickness_nm,302.5834,nm,2026-03-02 08:17:00
5182,457,8,thickness_post_cmp_nm,282.0854,nm,2026-03-02 08:47:00
5183,457,9,cd_nm,100.0054,nm,2026-03-02 09:17:00
5184,457,10,sheet_resistance_ohm_sq,23.5426,ohm/sq,2026-03-02 09:47:00
5185,458,1,particle_count,9.6015,ct,2026-03-02 08:49:00
5186,458,2,resist_thickness_nm,497.3989,nm,2026-03-02 09:19:00
5187,458,3,cd_nm,98.803,nm,2026-03-02 09:49:00
5188,458,3,overlay_nm,0.6325,nm,2026-03-02 09:49:00
5189,458,4,cd_nm_post_dev,97.6936,nm,2026-03-02 10:19:00
5190,458,5,etch_rate_nm_s,14.1252,nm/s,2026-03-02 10:49:00
5191,458,5,cd_nm_post_etch,95.6728,nm,2026-03-02 10:49:00
5192,458,6,residue_ppm,4.8838,ppm,2026-03-02 11:19:00
5193,458,7,thickness_nm,303.1859,nm,2026-03-02 11:49:00
5194,458,8,thickness_post_cmp_nm,280.8587,nm,2026-03-02 12:19:00
5195,458,9,cd_nm,100.7834,nm,2026-03-02 12:49:00
5196,458,10,sheet_resistance_ohm_sq,25.0072,ohm/sq,2026-03-02 13:19:00
5197,459,1,particle_count,10.7426,ct,2026-03-02 12:31:00
5198,459,2,resist_thickness_nm,492.0017,nm,2026-03-02 13:01:00
5199,459,3,cd_nm,101.0075,nm,2026-03-02 13:31:00
5200,459,3,overlay_nm,0.4226,nm,2026-03-02 13:31:00
5201,459,4,cd_nm_post_dev,94.0055,nm,2026-03-02 14:01:00
5202,459,5,etch_rate_nm_s,14.5058,nm/s,2026-03-02 14:31:00
5203,459,5,cd_nm_post_etch,96.4774,nm,2026-03-02 14:31:00
5204,459,6,residue_ppm,5.2546,ppm,2026-03-02 15:01:00
5205,459,7,thickness_nm,295.3494,nm,2026-03-02 15:31:00
5206,459,8,thickness_post_cmp_nm,285.0972,nm,2026-03-02 16:01:00
5207,459,9,cd_nm,101.6932,nm,2026-03-02 16:31:00
5208,459,10,sheet_resistance_ohm_sq,26.7887,ohm/sq,2026-03-02 17:01:00
5209,460,1,particle_count,3.8702,ct,2026-03-02 17:03:00
5210,460,2,resist_thickness_nm,488.5731,nm,2026-03-02 17:33:00
5211,460,3,cd_nm,101.02,nm,2026-03-02 18:03:00
5212,460,3,overlay_nm,-0.615,nm,2026-03-02 18:03:00
5213,460,4,cd_nm_post_dev,98.1436,nm,2026-03-02 18:33:00
5214,460,5,etch_rate_nm_s,14.6649,nm/s,2026-03-02 19:03:00
5215,460,5,cd_nm_post_etch,95.1334,nm,2026-03-02 19:03:00
5216,460,6,residue_ppm,4.1179,ppm,2026-03-02 19:33:00
5217,460,7,thickness_nm,302.9359,nm,2026-03-02 20:03:00
5218,460,8,thickness_post_cmp_nm,280.8337,nm,2026-03-02 20:33:00
5219,460,9,cd_nm,98.6696,nm,2026-03-02 21:03:00
5220,460,10,sheet_resistance_ohm_sq,26.3654,ohm/sq,2026-03-02 21:33:00
5221,461,1,particle_count,7.2702,ct,2026-03-02 20:57:00
5222,461,2,resist_thickness_nm,508.1019,nm,2026-03-02 21:27:00
5223,461,3,cd_nm,101.2491,nm,2026-03-02 21:57:00
5224,461,3,overlay_nm,0.6309,nm,2026-03-02 21:57:00
5225,461,4,cd_nm_post_dev,97.0292,nm,2026-03-02 22:27:00
5226,461,5,etch_rate_nm_s,14.3153,nm/s,2026-03-02 22:57:00
5227,461,5,cd_nm_post_etch,92.8468,nm,2026-03-02 22:57:00
5228,461,6,residue_ppm,5.896,ppm,2026-03-02 23:27:00
5229,461,7,thickness_nm,296.5388,nm,2026-03-02 23:57:00
5230,461,8,thickness_post_cmp_nm,284.2357,nm,2026-03-03 00:27:00
5231,461,9,cd_nm,99.463,nm,2026-03-03 00:57:00
5232,461,10,sheet_resistance_ohm_sq,24.5751,ohm/sq,2026-03-03 01:27:00
5233,462,1,particle_count,13.5728,ct,2026-03-03 01:24:00
5234,462,2,resist_thickness_nm,497.7977,nm,2026-03-03 01:54:00
5235,462,3,cd_nm,100.312,nm,2026-03-03 02:24:00
5236,462,3,overlay_nm,-4.1,nm,2026-03-03 02:24:00
5237,462,4,cd_nm_post_dev,98.9614,nm,2026-03-03 02:54:00
5238,462,5,etch_rate_nm_s,13.947,nm/s,2026-03-03 03:24:00
5239,462,5,cd_nm_post_etch,94.1965,nm,2026-03-03 03:24:00
5240,462,6,residue_ppm,5.0054,ppm,2026-03-03 03:54:00
5241,462,7,thickness_nm,295.9066,nm,2026-03-03 04:24:00
5242,462,8,thickness_post_cmp_nm,277.5583,nm,2026-03-03 04:54:00
5243,462,9,cd_nm,100.0438,nm,2026-03-03 05:24:00
5244,462,10,sheet_resistance_ohm_sq,23.9895,ohm/sq,2026-03-03 05:54:00
5245,463,1,particle_count,9.498,ct,2026-03-03 04:39:00
5246,463,2,resist_thickness_nm,507.9996,nm,2026-03-03 05:09:00
5247,463,3,cd_nm,98.7721,nm,2026-03-03 05:39:00
5248,463,3,overlay_nm,0.5955,nm,2026-03-03 05:39:00
5249,463,4,cd_nm_post_dev,98.8929,nm,2026-03-03 06:09:00
5250,463,5,etch_rate_nm_s,13.7695,nm/s,2026-03-03 06:39:00
5251,463,5,cd_nm_post_etch,93.4663,nm,2026-03-03 06:39:00
5252,463,6,residue_ppm,6.1456,ppm,2026-03-03 07:09:00
5253,463,7,thickness_nm,286.5554,nm,2026-03-03 07:39:00
5254,463,8,thickness_post_cmp_nm,278.5787,nm,2026-03-03 08:09:00
5255,463,9,cd_nm,100.6226,nm,2026-03-03 08:39:00
5256,463,10,sheet_resistance_ohm_sq,24.4493,ohm/sq,2026-03-03 09:09:00
5257,464,1,particle_count,14.1662,ct,2026-03-03 08:57:00
5258,464,2,resist_thickness_nm,499.5332,nm,2026-03-03 09:27:00
5259,464,3,cd_nm,100.0553,nm,2026-03-03 09:57:00
5260,464,3,overlay_nm,-0.7007,nm,2026-03-03 09:57:00
5261,464,4,cd_nm_post_dev,97.8683,nm,2026-03-03 10:27:00
5262,464,5,etch_rate_nm_s,14.3383,nm/s,2026-03-03 10:57:00
5263,464,5,cd_nm_post_etch,95.7279,nm,2026-03-03 10:57:00
5264,464,6,residue_ppm,3.7737,ppm,2026-03-03 11:27:00
5265,464,7,thickness_nm,300.7003,nm,2026-03-03 11:57:00
5266,464,8,thickness_post_cmp_nm,281.4733,nm,2026-03-03 12:27:00
5267,464,9,cd_nm,100.1098,nm,2026-03-03 12:57:00
5268,464,10,sheet_resistance_ohm_sq,24.9719,ohm/sq,2026-03-03 13:27:00
5269,465,1,particle_count,8.7585,ct,2026-03-03 13:28:00
5270,465,2,resist_thickness_nm,495.0072,nm,2026-03-03 13:58:00
5271,465,3,cd_nm,98.7251,nm,2026-03-03 14:28:00
5272,465,3,overlay_nm,-0.5568,nm,2026-03-03 14:28:00
5273,465,4,cd_nm_post_dev,98.2677,nm,2026-03-03 14:58:00
5274,465,5,etch_rate_nm_s,13.4784,nm/s,2026-03-03 15:28:00
5275,465,5,cd_nm_post_etch,94.168,nm,2026-03-03 15:28:00
5276,465,6,residue_ppm,4.5066,ppm,2026-03-03 15:58:00
5277,465,7,thickness_nm,303.9201,nm,2026-03-03 16:28:00
5278,465,8,thickness_post_cmp_nm,289.0599,nm,2026-03-03 16:58:00
5279,465,9,cd_nm,99.4139,nm,2026-03-03 17:28:00
5280,465,10,sheet_resistance_ohm_sq,24.4004,ohm/sq,2026-03-03 17:58:00
5281,466,1,particle_count,1.0611,ct,2026-03-03 16:39:00
5282,466,2,resist_thickness_nm,497.7129,nm,2026-03-03 17:09:00
5283,466,3,cd_nm,98.3799,nm,2026-03-03 17:39:00
5284,466,3,overlay_nm,0.1035,nm,2026-03-03 17:39:00
5285,466,4,cd_nm_post_dev,98.5025,nm,2026-03-03 18:09:00
5286,466,5,etch_rate_nm_s,14.175,nm/s,2026-03-03 18:39:00
5287,466,5,cd_nm_post_etch,96.0261,nm,2026-03-03 18:39:00
5288,466,6,residue_ppm,6.0752,ppm,2026-03-03 19:09:00
5289,466,7,thickness_nm,302.8479,nm,2026-03-03 19:39:00
5290,466,8,thickness_post_cmp_nm,281.4087,nm,2026-03-03 20:09:00
5291,466,9,cd_nm,99.8306,nm,2026-03-03 20:39:00
5292,466,10,sheet_resistance_ohm_sq,24.1762,ohm/sq,2026-03-03 21:09:00
5293,467,1,particle_count,8.4762,ct,2026-03-03 20:47:00
5294,467,2,resist_thickness_nm,499.1853,nm,2026-03-03 21:17:00
5295,467,3,cd_nm,99.563,nm,2026-03-03 21:47:00
5296,467,3,overlay_nm,0.7915,nm,2026-03-03 21:47:00
5297,467,4,cd_nm_post_dev,98.3917,nm,2026-03-03 22:17:00
5298,467,5,etch_rate_nm_s,13.6356,nm/s,2026-03-03 22:47:00
5299,467,5,cd_nm_post_etch,93.3308,nm,2026-03-03 22:47:00
5300,467,6,residue_ppm,4.9639,ppm,2026-03-03 23:17:00
5301,467,7,thickness_nm,293.5901,nm,2026-03-03 23:47:00
5302,467,8,thickness_post_cmp_nm,283.6708,nm,2026-03-04 00:17:00
5303,467,9,cd_nm,101.1831,nm,2026-03-04 00:47:00
5304,467,10,sheet_resistance_ohm_sq,25.1938,ohm/sq,2026-03-04 01:17:00
5305,468,1,particle_count,10.4423,ct,2026-03-04 01:20:00
5306,468,2,resist_thickness_nm,494.4208,nm,2026-03-04 01:50:00
5307,468,3,cd_nm,98.1743,nm,2026-03-04 02:20:00
5308,468,3,overlay_nm,0.0331,nm,2026-03-04 02:20:00
5309,468,4,cd_nm_post_dev,99.5874,nm,2026-03-04 02:50:00
5310,468,5,etch_rate_nm_s,13.6158,nm/s,2026-03-04 03:20:00
5311,468,5,cd_nm_post_etch,92.5948,nm,2026-03-04 03:20:00
5312,468,6,residue_ppm,4.2399,ppm,2026-03-04 03:50:00
5313,468,7,thickness_nm,307.2277,nm,2026-03-04 04:20:00
5314,468,8,thickness_post_cmp_nm,280.1412,nm,2026-03-04 04:50:00
5315,468,9,cd_nm,98.4882,nm,2026-03-04 05:20:00
5316,468,10,sheet_resistance_ohm_sq,19.4093,ohm/sq,2026-03-04 05:50:00
5317,469,1,particle_count,10.7681,ct,2026-03-04 05:15:00
5318,469,2,resist_thickness_nm,505.5318,nm,2026-03-04 05:45:00
5319,469,3,cd_nm,98.9903,nm,2026-03-04 06:15:00
5320,469,3,overlay_nm,0.1992,nm,2026-03-04 06:15:00
5321,469,4,cd_nm_post_dev,98.9268,nm,2026-03-04 06:45:00
5322,469,5,etch_rate_nm_s,14.741,nm/s,2026-03-04 07:15:00
5323,469,5,cd_nm_post_etch,94.6033,nm,2026-03-04 07:15:00
5324,469,6,residue_ppm,5.8689,ppm,2026-03-04 07:45:00
5325,469,7,thickness_nm,302.5841,nm,2026-03-04 08:15:00
5326,469,8,thickness_post_cmp_nm,286.2051,nm,2026-03-04 08:45:00
5327,469,9,cd_nm,99.0951,nm,2026-03-04 09:15:00
5328,469,10,sheet_resistance_ohm_sq,25.3297,ohm/sq,2026-03-04 09:45:00
5329,470,1,particle_count,6.5636,ct,2026-03-04 08:31:00
5330,470,2,resist_thickness_nm,496.757,nm,2026-03-04 09:01:00
5331,470,3,cd_nm,101.2342,nm,2026-03-04 09:31:00
5332,470,3,overlay_nm,2.8739,nm,2026-03-04 09:31:00
5333,470,4,cd_nm_post_dev,98.402,nm,2026-03-04 10:01:00
5334,470,5,etch_rate_nm_s,14.6052,nm/s,2026-03-04 10:31:00
5335,470,5,cd_nm_post_etch,95.7233,nm,2026-03-04 10:31:00
5336,470,6,residue_ppm,4.5475,ppm,2026-03-04 11:01:00
5337,470,7,thickness_nm,296.0877,nm,2026-03-04 11:31:00
5338,470,8,thickness_post_cmp_nm,287.7992,nm,2026-03-04 12:01:00
5339,470,9,cd_nm,102.0023,nm,2026-03-04 12:31:00
5340,470,10,sheet_resistance_ohm_sq,23.8579,ohm/sq,2026-03-04 13:01:00
5341,471,1,particle_count,8.4459,ct,2026-03-04 13:15:00
5342,471,2,resist_thickness_nm,495.8977,nm,2026-03-04 13:45:00
5343,471,3,cd_nm,100.6763,nm,2026-03-04 14:15:00
5344,471,3,overlay_nm,-2.6288,nm,2026-03-04 14:15:00
5345,471,4,cd_nm_post_dev,98.2079,nm,2026-03-04 14:45:00
5346,471,5,etch_rate_nm_s,13.8503,nm/s,2026-03-04 15:15:00
5347,471,5,cd_nm_post_etch,95.5162,nm,2026-03-04 15:15:00
5348,471,6,residue_ppm,5.4387,ppm,2026-03-04 15:45:00
5349,471,7,thickness_nm,296.7246,nm,2026-03-04 16:15:00
5350,471,8,thickness_post_cmp_nm,284.0851,nm,2026-03-04 16:45:00
5351,471,9,cd_nm,102.5213,nm,2026-03-04 17:15:00
5352,471,10,sheet_resistance_ohm_sq,24.9953,ohm/sq,2026-03-04 17:45:00
5353,472,1,particle_count,9.7667,ct,2026-03-04 17:11:00
5354,472,2,resist_thickness_nm,509.561,nm,2026-03-04 17:41:00
5355,472,3,cd_nm,98.8256,nm,2026-03-04 18:11:00
5356,472,3,overlay_nm,0.4605,nm,2026-03-04 18:11:00
5357,472,4,cd_nm_post_dev,97.2774,nm,2026-03-04 18:41:00
5358,472,5,etch_rate_nm_s,13.7281,nm/s,2026-03-04 19:11:00
5359,472,5,cd_nm_post_etch,94.6017,nm,2026-03-04 19:11:00
5360,472,6,residue_ppm,5.8811,ppm,2026-03-04 19:41:00
5361,472,7,thickness_nm,296.2715,nm,2026-03-04 20:11:00
5362,472,8,thickness_post_cmp_nm,284.163,nm,2026-03-04 20:41:00
5363,472,9,cd_nm,99.2699,nm,2026-03-04 21:11:00
5364,472,10,sheet_resistance_ohm_sq,24.8752,ohm/sq,2026-03-04 21:41:00
5365,473,1,particle_count,8.5089,ct,2026-03-04 20:32:00
5366,473,2,resist_thickness_nm,497.8067,nm,2026-03-04 21:02:00
5367,473,3,cd_nm,100.242,nm,2026-03-04 21:32:00
5368,473,3,overlay_nm,-3.2089,nm,2026-03-04 21:32:00
5369,473,4,cd_nm_post_dev,98.4928,nm,2026-03-04 22:02:00
5370,473,5,etch_rate_nm_s,13.6514,nm/s,2026-03-04 22:32:00
5371,473,5,cd_nm_post_etch,96.5513,nm,2026-03-04 22:32:00
5372,473,6,residue_ppm,5.0889,ppm,2026-03-04 23:02:00
5373,473,7,thickness_nm,298.6519,nm,2026-03-04 23:32:00
5374,473,8,thickness_post_cmp_nm,282.1322,nm,2026-03-05 00:02:00
5375,473,9,cd_nm,96.4722,nm,2026-03-05 00:32:00
5376,473,10,sheet_resistance_ohm_sq,25.5602,ohm/sq,2026-03-05 01:02:00
5377,474,1,particle_count,10.6313,ct,2026-03-05 00:51:00
5378,474,2,resist_thickness_nm,498.8071,nm,2026-03-05 01:21:00
5379,474,3,cd_nm,99.5044,nm,2026-03-05 01:51:00
5380,474,3,overlay_nm,0.5786,nm,2026-03-05 01:51:00
5381,474,4,cd_nm_post_dev,96.9781,nm,2026-03-05 02:21:00
5382,474,5,etch_rate_nm_s,14.1406,nm/s,2026-03-05 02:51:00
5383,474,5,cd_nm_post_etch,95.306,nm,2026-03-05 02:51:00
5384,474,6,residue_ppm,3.3651,ppm,2026-03-05 03:21:00
5385,474,7,thickness_nm,306.1244,nm,2026-03-05 03:51:00
5386,474,8,thickness_post_cmp_nm,281.2205,nm,2026-03-05 04:21:00
5387,474,9,cd_nm,99.7844,nm,2026-03-05 04:51:00
5388,474,10,sheet_resistance_ohm_sq,24.895,ohm/sq,2026-03-05 05:21:00
5389,475,1,particle_count,10.1922,ct,2026-03-05 04:59:00
5390,475,2,resist_thickness_nm,506.647,nm,2026-03-05 05:29:00
5391,475,3,cd_nm,98.7999,nm,2026-03-05 05:59:00
5392,475,3,overlay_nm,-1.6613,nm,2026-03-05 05:59:00
5393,475,4,cd_nm_post_dev,97.1905,nm,2026-03-05 06:29:00
5394,475,5,etch_rate_nm_s,14.3381,nm/s,2026-03-05 06:59:00
5395,475,5,cd_nm_post_etch,93.7521,nm,2026-03-05 06:59:00
5396,475,6,residue_ppm,5.2924,ppm,2026-03-05 07:29:00
5397,475,7,thickness_nm,306.0966,nm,2026-03-05 07:59:00
5398,475,8,thickness_post_cmp_nm,284.4754,nm,2026-03-05 08:29:00
5399,475,9,cd_nm,99.05,nm,2026-03-05 08:59:00
5400,475,10,sheet_resistance_ohm_sq,24.2091,ohm/sq,2026-03-05 09:29:00
5401,126,1,particle_count,12.6579,ct,2026-03-16 05:29:00
5402,126,2,resist_thickness_nm,492.1862,nm,2026-03-16 05:59:00
5403,126,3,cd_nm,98.4989,nm,2026-03-16 06:29:00
5404,126,3,overlay_nm,-0.9742,nm,2026-03-16 06:29:00
5405,126,4,cd_nm_post_dev,98.9049,nm,2026-03-16 06:59:00
5406,126,5,etch_rate_nm_s,14.6747,nm/s,2026-03-16 07:29:00
5407,126,5,cd_nm_post_etch,95.7204,nm,2026-03-16 07:29:00
5408,126,6,residue_ppm,3.8062,ppm,2026-03-16 07:59:00
5409,126,7,thickness_nm,300.0221,nm,2026-03-16 08:29:00
5410,126,8,thickness_post_cmp_nm,282.4639,nm,2026-03-16 08:59:00
5411,126,9,cd_nm,100.2858,nm,2026-03-16 09:29:00
5412,126,10,sheet_resistance_ohm_sq,23.5382,ohm/sq,2026-03-16 09:59:00
5413,127,1,particle_count,10.1787,ct,2026-03-16 08:57:00
5414,127,2,resist_thickness_nm,495.264,nm,2026-03-16 09:27:00
5415,127,3,cd_nm,100.3303,nm,2026-03-16 09:57:00
5416,127,3,overlay_nm,0.0695,nm,2026-03-16 09:57:00
5417,127,4,cd_nm_post_dev,96.2857,nm,2026-03-16 10:27:00
5418,127,5,etch_rate_nm_s,14.6137,nm/s,2026-03-16 10:57:00
5419,127,5,cd_nm_post_etch,95.2499,nm,2026-03-16 10:57:00
5420,127,6,residue_ppm,5.9976,ppm,2026-03-16 11:27:00
5421,127,7,thickness_nm,296.1925,nm,2026-03-16 11:57:00
5422,127,8,thickness_post_cmp_nm,287.067,nm,2026-03-16 12:27:00
5423,127,9,cd_nm,99.7262,nm,2026-03-16 12:57:00
5424,127,10,sheet_resistance_ohm_sq,24.9136,ohm/sq,2026-03-16 13:27:00
5425,128,1,particle_count,8.3969,ct,2026-03-16 13:17:00
5426,128,2,resist_thickness_nm,483.5699,nm,2026-03-16 13:47:00
5427,128,3,cd_nm,100.1165,nm,2026-03-16 14:17:00
5428,128,3,overlay_nm,-1.4401,nm,2026-03-16 14:17:00
5429,128,4,cd_nm_post_dev,98.2244,nm,2026-03-16 14:47:00
5430,128,5,etch_rate_nm_s,13.4332,nm/s,2026-03-16 15:17:00
5431,128,5,cd_nm_post_etch,93.383,nm,2026-03-16 15:17:00
5432,128,6,residue_ppm,6.1867,ppm,2026-03-16 15:47:00
5433,128,7,thickness_nm,298.5017,nm,2026-03-16 16:17:00
5434,128,8,thickness_post_cmp_nm,285.2214,nm,2026-03-16 16:47:00
5435,128,9,cd_nm,99.8975,nm,2026-03-16 17:17:00
5436,128,10,sheet_resistance_ohm_sq,23.7621,ohm/sq,2026-03-16 17:47:00
5437,129,1,particle_count,10.5425,ct,2026-03-16 17:06:00
5438,129,2,resist_thickness_nm,496.9113,nm,2026-03-16 17:36:00
5439,129,3,cd_nm,99.4881,nm,2026-03-16 18:06:00
5440,129,3,overlay_nm,-0.3224,nm,2026-03-16 18:06:00
5441,129,4,cd_nm_post_dev,97.7748,nm,2026-03-16 18:36:00
5442,129,5,etch_rate_nm_s,14.4539,nm/s,2026-03-16 19:06:00
5443,129,5,cd_nm_post_etch,93.9579,nm,2026-03-16 19:06:00
5444,129,6,residue_ppm,5.8335,ppm,2026-03-16 19:36:00
5445,129,7,thickness_nm,295.3192,nm,2026-03-16 20:06:00
5446,129,8,thickness_post_cmp_nm,281.8,nm,2026-03-16 20:36:00
5447,129,9,cd_nm,101.9719,nm,2026-03-16 21:06:00
5448,129,10,sheet_resistance_ohm_sq,24.4794,ohm/sq,2026-03-16 21:36:00
5449,130,1,particle_count,8.6563,ct,2026-03-16 21:26:00
5450,130,2,resist_thickness_nm,510.3655,nm,2026-03-16 21:56:00
5451,130,3,cd_nm,101.9578,nm,2026-03-16 22:26:00
5452,130,3,overlay_nm,0.3276,nm,2026-03-16 22:26:00
5453,130,4,cd_nm_post_dev,96.3237,nm,2026-03-16 22:56:00
5454,130,5,etch_rate_nm_s,13.8282,nm/s,2026-03-16 23:26:00
5455,130,5,cd_nm_post_etch,94.8988,nm,2026-03-16 23:26:00
5456,130,6,residue_ppm,5.1042,ppm,2026-03-16 23:56:00
5457,130,7,thickness_nm,297.1299,nm,2026-03-17 00:26:00
5458,130,8,thickness_post_cmp_nm,278.4372,nm,2026-03-17 00:56:00
5459,130,9,cd_nm,98.5377,nm,2026-03-17 01:26:00
5460,130,10,sheet_resistance_ohm_sq,24.1933,ohm/sq,2026-03-17 01:56:00
5461,131,1,particle_count,9.3225,ct,2026-03-17 01:14:00
5462,131,2,resist_thickness_nm,500.2498,nm,2026-03-17 01:44:00
5463,131,3,cd_nm,100.1813,nm,2026-03-17 02:14:00
5464,131,3,overlay_nm,0.9388,nm,2026-03-17 02:14:00
5465,131,4,cd_nm_post_dev,98.9198,nm,2026-03-17 02:44:00
5466,131,5,etch_rate_nm_s,14.6468,nm/s,2026-03-17 03:14:00
5467,131,5,cd_nm_post_etch,96.752,nm,2026-03-17 03:14:00
5468,131,6,residue_ppm,5.882,ppm,2026-03-17 03:44:00
5469,131,7,thickness_nm,292.1282,nm,2026-03-17 04:14:00
5470,131,8,thickness_post_cmp_nm,286.7668,nm,2026-03-17 04:44:00
5471,131,9,cd_nm,102.8034,nm,2026-03-17 05:14:00
5472,131,10,sheet_resistance_ohm_sq,24.9248,ohm/sq,2026-03-17 05:44:00
5473,132,1,particle_count,11.5741,ct,2026-03-17 04:40:00
5474,132,2,resist_thickness_nm,496.7372,nm,2026-03-17 05:10:00
5475,132,3,cd_nm,102.3547,nm,2026-03-17 05:40:00
5476,132,3,overlay_nm,-1.2095,nm,2026-03-17 05:40:00
5477,132,4,cd_nm_post_dev,98.9908,nm,2026-03-17 06:10:00
5478,132,5,etch_rate_nm_s,14.1972,nm/s,2026-03-17 06:40:00
5479,132,5,cd_nm_post_etch,94.2464,nm,2026-03-17 06:40:00
5480,132,6,residue_ppm,6.7171,ppm,2026-03-17 07:10:00
5481,132,7,thickness_nm,305.3199,nm,2026-03-17 07:40:00
5482,132,8,thickness_post_cmp_nm,281.7187,nm,2026-03-17 08:10:00
5483,132,9,cd_nm,99.9088,nm,2026-03-17 08:40:00
5484,132,10,sheet_resistance_ohm_sq,23.4823,ohm/sq,2026-03-17 09:10:00
5485,133,1,particle_count,10.9703,ct,2026-03-17 08:42:00
5486,133,2,resist_thickness_nm,508.1302,nm,2026-03-17 09:12:00
5487,133,3,cd_nm,98.9531,nm,2026-03-17 09:42:00
5488,133,3,overlay_nm,2.502,nm,2026-03-17 09:42:00
5489,133,4,cd_nm_post_dev,95.3477,nm,2026-03-17 10:12:00
5490,133,5,etch_rate_nm_s,14.1597,nm/s,2026-03-17 10:42:00
5491,133,5,cd_nm_post_etch,94.3183,nm,2026-03-17 10:42:00
5492,133,6,residue_ppm,6.3549,ppm,2026-03-17 11:12:00
5493,133,7,thickness_nm,304.0924,nm,2026-03-17 11:42:00
5494,133,8,thickness_post_cmp_nm,287.4589,nm,2026-03-17 12:12:00
5495,133,9,cd_nm,98.8721,nm,2026-03-17 12:42:00
5496,133,10,sheet_resistance_ohm_sq,26.1491,ohm/sq,2026-03-17 13:12:00
